PO_Number,SupplierID,ProductID,OrderDate,ExpectedDeliveryDate,QuantityOrdered,UnitCost,TotalPOValue,Currency,PO_Status
PO-SYN-0005717,SUP-00132,PRD-00281,2025-10-26,2025-12-17,3808,885.06,3370308.48,JPY,FULFILLED
PO-SYN-0005718,SUP-00460,PRD-04068,2025-02-07,2025-02-28,8235,1205.35,9926057.25,usd,CANCELLED
PO-SYN-0005719,SUP-00873,PRD-04863,2025-07-30,2025-09-01,4227,382.47,1616700.69,GBP,IN_TRANSIT
PO-SYN-0005720,SUP-00583,PRD-77777,07/22/2024,17-Aug-2024,8157,2355.15,19210958.55,GBP,APPROVED
PO-SYN-0005721,SUP-00651,PRD-02764,2024-04-06,2024-05-13,8087,923.28,7466565.36,GBP,CANCELLED
PO-SYN-0005722,SUP-00196,PRD-02190,2024-06-09,2024-08-11,10383,560.79,5822682.57,USD,APPROVED
PO-SYN-0005723,SUP-00280,PRD-00835,2025-11-11,2026-01-16,4721,580.57,2740870.97,USD,IN_TRANSIT
PO-SYN-0005724,SUP-00509,PRD-03170,2024/04/26,PENDING_DATE,799,533.67,426402.33,CNY,approved 
PO-SYN-0005725,SUP-00003,PRD-01849,01/22/2025,30-Jan-2025,13566,1994.69,27059964.54,JPY,PENDING_APPROVAL
PO-SYN-0005726,SUP-00958,PRD-03841,2025-03-01,2025-03-28,11833,1029.54,12182546.82,GBP,Approved
PO-SYN-0005727,SUP-00740,PRD-04974,2025-02-23,2025-04-25,10661,1914.47,20410164.67,JPY,IN_TRANSIT
PO-SYN-0005728,SUP-00148,PRD-03517,2026-02-11,2026-04-23,2818,1408.54,3969265.72,EUR,CANCELLED
PO-SYN-0005729,SUP-00591,PRD-04693,2024-07-17,2024-08-16,13418,1904.02,25548140.36,eur,APPROVED
PO-SYN-0005730,SUP-00512,PRD-04359,03/13/2026,25-Apr-2026,-500,,,EUR,approved 
PO-SYN-0005731,SUP-00084,PRD-02012,2025-09-19,2025-11-09,743,1030.71,765817.53,CNY,FULFILLED
PO-SYN-0005732,SUP-00863,PRD-04771,2026-05-16,2026-06-20,11885,743.27,8833763.95,CNY,CANCELLED
PO-SYN-0005733,SUP-00170,PRD-00283,2025/10/04,PENDING_DATE,13867,294.7,4086604.9,eur,CANCELLED
PO-SYN-0005734,SUP-00095,PRD-01905,2024-02-27,2024-04-11,1708,338.38,577953.04,eur,approved 
PO-SYN-0005735,SUP-00379,PRD-01312,11/19/2024,17-Jan-2025,6611,1273.19,8417059.09,eur,IN_TRANSIT
PO-SYN-0005736,SUP-00183,PRD-04613,2026-05-07,2026-07-05,5384,256.49,1380942.16,usd,APPROVED
PO-SYN-0005737,SUP-00375,PRD-04387,2025-11-30,2026-02-08,8587,2014.61,17299456.07,GBP,PENDING_APPROVAL
PO-SYN-0005738,SUP-00781,PRD-01927,2025-09-27,2025-10-10,14937,548.27,8189508.99,CNY,CANCELLED
PO-SYN-0005739,SUP-00216,PRD-00461,2024-11-14,2024-12-30,3489,926.79,3233570.31,GBP,PENDING_APPROVAL
PO-SYN-0005740,SUP-88888,PRD-01664,02/23/2026,04-May-2026,5138,1149.9,5908186.2,EUR,PENDING_APPROVAL
PO-SYN-0005741,SUP-00125,PRD-00340,2025-03-25,2025-04-07,9564,1074.45,10276039.8,eur,FULFILLED
PO-SYN-0005742,SUP-00092,PRD-00056,2024/01/20,PENDING_DATE,14942,379.26,5666902.92,eur,IN_TRANSIT
PO-SYN-0005743,SUP-00649,PRD-03392,2024-05-13,2024-07-16,14897,720.98,10740439.06,eur,approved 
PO-SYN-0005744,SUP-00433,PRD-04247,2024-02-16,2024-04-28,1910,545.76,1042401.6,USD,FULFILLED
PO-SYN-0005745,SUP-00806,PRD-04756,03/15/2024,16-May-2024,4594,,,USD,approved 
PO-SYN-0005746,SUP-00030,PRD-01179,2026-01-01,2026-02-16,14926,915.38,13662961.88,eur,IN_TRANSIT
PO-SYN-0005747,SUP-00390,PRD-03933,2024-04-19,2024-06-11,7452,2156.84,16072771.68,CNY,APPROVED
PO-SYN-0005748,SUP-00512,PRD-00734,2024-01-06,2024-01-24,14002,1575.9,22065751.8,usd,CANCELLED
PO-SYN-0005749,SUP-00901,PRD-04683,2026-05-06,2026-07-01,3972,233.1,925873.2,USD,PENDING_APPROVAL
PO-SYN-0005750,SUP-00925,PRD-04986,12/23/2024,07-Feb-2025,7146,1658.63,11852569.98,eur,APPROVED
PO-SYN-0005751,SUP-00434,PRD-01526,2025/07/28,PENDING_DATE,14681,1845.51,27093932.31,EUR,approved 
PO-SYN-0005752,SUP-00479,PRD-01456,2024-06-20,2024-07-27,9585,1539.69,14757928.65,USD,FULFILLED
PO-SYN-0005753,SUP-00714,PRD-00672,2025-11-29,2025-12-08,10685,1286.07,13741657.95,USD,PENDING_APPROVAL
PO-SYN-0005754,SUP-00166,PRD-00779,2025-01-14,2025-03-04,1665,971.76,1617980.4,GBP,FULFILLED
PO-SYN-0005755,SUP-00914,PRD-04142,06/15/2024,17-Jul-2024,11732,1054.5,12371394.0,JPY,CANCELLED
PO-SYN-0005756,SUP-00522,PRD-04745,2025-11-05,2025-11-19,10624,1349.58,14337937.92,CNY,approved 
PO-SYN-0005757,SUP-00695,PRD-04439,2026-06-11,2026-07-06,2718,964.16,2620586.88,eur,IN_TRANSIT
PO-SYN-0005758,SUP-00831,PRD-00401,2026-01-13,2026-02-15,1803,109.71,197807.13,GBP,FULFILLED
PO-SYN-0005759,SUP-00475,PRD-00776,2026-01-31,2026-04-15,4002,1288.74,5157537.48,GBP,PENDING_APPROVAL
PO-SYN-0005760,SUP-00944,PRD-77777,07/16/2025,06-Aug-2025,-500,,,GBP,Approved
PO-SYN-0005761,SUP-00997,PRD-01085,2024-10-12,2024-11-07,8905,15.36,136780.8,EUR,CANCELLED
PO-SYN-0005762,SUP-00670,PRD-03581,2026-02-17,2026-04-14,8178,1732.06,14164786.68,GBP,IN_TRANSIT
PO-SYN-0005763,SUP-00255,PRD-02765,2024-06-13,2024-08-03,4308,1111.18,4786963.44,eur,IN_TRANSIT
PO-SYN-0005764,SUP-00051,PRD-03352,2024-10-05,2024-10-15,10337,832.91,8609790.67,GBP,approved 
PO-SYN-0005765,SUP-00309,PRD-04605,11/05/2024,13-Dec-2024,11035,2409.42,26587949.7,JPY,FULFILLED
PO-SYN-0005766,SUP-00758,PRD-02366,2026-02-07,2026-02-15,1255,1757.02,2205060.1,USD,FULFILLED
PO-SYN-0005767,SUP-00532,PRD-03904,2026-04-14,2026-05-17,399,831.31,331692.69,JPY,approved 
PO-SYN-0005768,SUP-00445,PRD-02969,2025-05-13,2025-06-21,7694,194.29,1494867.26,JPY,Approved
PO-SYN-0005769,SUP-00359,PRD-03423,2025/12/13,PENDING_DATE,9127,628.73,5738418.71,JPY,APPROVED
PO-SYN-0005770,SUP-00053,PRD-00360,11/25/2025,02-Dec-2025,1229,1961.55,2410744.95,usd,PENDING_APPROVAL
PO-SYN-0005771,SUP-00078,PRD-01501,2024-04-04,2024-05-20,3748,552.19,2069608.12,CNY,approved 
PO-SYN-0005772,SUP-00442,PRD-03137,2025-04-23,2025-07-02,6501,764.94,4972874.94,eur,PENDING_APPROVAL
PO-SYN-0005773,SUP-00857,PRD-01938,2024-02-18,2024-03-02,2300,299.35,688505.0,JPY,Approved
PO-SYN-0005774,SUP-00870,PRD-03504,2024-01-29,2024-03-07,14570,1851.36,26974315.2,USD,IN_TRANSIT
PO-SYN-0005775,SUP-88888,PRD-00495,10/16/2024,17-Dec-2024,703,,,EUR,IN_TRANSIT
PO-SYN-0005776,SUP-00983,PRD-03735,2026-02-17,2026-05-02,1084,381.25,413275.0,GBP,Approved
PO-SYN-0005777,SUP-00664,PRD-02498,2024-01-23,2024-03-26,6885,1438.94,9907101.9,JPY,PENDING_APPROVAL
PO-SYN-0005778,SUP-00682,PRD-01959,2025/10/10,PENDING_DATE,7887,880.41,6943793.67,CNY,PENDING_APPROVAL
PO-SYN-0005779,SUP-00874,PRD-01196,2024-11-08,2024-12-02,4815,498.36,2399603.4,CNY,CANCELLED
PO-SYN-0005780,SUP-00808,PRD-02969,01/03/2025,13-Feb-2025,3459,849.05,2936863.95,GBP,APPROVED
PO-SYN-0005781,SUP-00635,PRD-03812,2026-03-31,2026-04-15,6082,1650.04,10035543.28,usd,Approved
PO-SYN-0005782,SUP-00753,PRD-03331,2024-10-27,2024-12-18,4098,2343.81,9604933.38,usd,FULFILLED
PO-SYN-0005783,SUP-00814,PRD-01945,2025-04-20,2025-05-16,7755,823.2,6383916.0,CNY,IN_TRANSIT
PO-SYN-0005784,SUP-00938,PRD-00029,2024-11-23,2024-12-01,4242,1187.69,5038180.98,GBP,IN_TRANSIT
PO-SYN-0005785,SUP-00658,PRD-00635,01/07/2026,09-Mar-2026,1749,230.65,403406.85,GBP,APPROVED
PO-SYN-0005786,SUP-00746,PRD-00094,2024-12-23,2025-01-31,5469,17.5,95707.5,eur,FULFILLED
PO-SYN-0005787,SUP-00198,PRD-02811,2025/02/05,PENDING_DATE,13672,1473.3,20142957.6,GBP,IN_TRANSIT
PO-SYN-0005788,SUP-00379,PRD-00926,2025-05-01,2025-07-08,1706,200.66,342325.96,USD,APPROVED
PO-SYN-0005789,SUP-00115,PRD-00658,2026-05-23,2026-08-05,11757,203.15,2388434.55,eur,Approved
PO-SYN-0005790,SUP-00263,PRD-02133,04/08/2025,14-Jun-2025,-500,,,CNY,CANCELLED
PO-SYN-0005791,SUP-00786,PRD-04892,2025-01-03,2025-03-02,8930,849.17,7583088.1,CNY,Approved
PO-SYN-0005792,SUP-00552,PRD-04581,2024-07-02,2024-07-31,8400,2085.87,17521308.0,CNY,IN_TRANSIT
PO-SYN-0005793,SUP-00709,PRD-02624,2024-06-23,2024-08-02,4389,159.57,700352.73,eur,IN_TRANSIT
PO-SYN-0005794,SUP-00273,PRD-04668,2026-01-26,2026-02-05,5370,2131.96,11448625.2,EUR,Approved
PO-SYN-0005795,SUP-00097,PRD-02318,10/26/2025,10-Nov-2025,1942,2096.78,4071946.76,USD,Approved
PO-SYN-0005796,SUP-00041,PRD-02627,2025/03/25,PENDING_DATE,2947,321.62,947814.14,USD,approved 
PO-SYN-0005797,SUP-00781,PRD-01245,2026-05-20,2026-07-22,1178,906.79,1068198.62,JPY,APPROVED
PO-SYN-0005798,SUP-00015,PRD-00174,2024-06-05,2024-08-14,7189,1221.14,8778775.46,GBP,approved 
PO-SYN-0005799,SUP-00312,PRD-04925,2025-03-04,2025-03-12,5345,1212.04,6478353.8,eur,IN_TRANSIT
PO-SYN-0005800,SUP-00646,PRD-77777,04/12/2024,30-Apr-2024,8861,1107.01,9809215.61,eur,IN_TRANSIT
PO-SYN-0005801,SUP-00304,PRD-01495,2024-04-14,2024-06-18,5489,662.51,3636517.39,USD,Approved
PO-SYN-0005802,SUP-00451,PRD-04450,2025-03-08,2025-05-15,14914,1178.96,17583009.44,GBP,IN_TRANSIT
PO-SYN-0005803,SUP-00278,PRD-03506,2026-02-09,2026-03-17,14801,1601.38,23702025.38,eur,CANCELLED
PO-SYN-0005804,SUP-00161,PRD-04249,2024-05-22,2024-07-25,11675,515.5,6018462.5,CNY,IN_TRANSIT
PO-SYN-0005805,SUP-00220,PRD-02906,01/06/2024,10-Feb-2024,9593,,,GBP,approved 
PO-SYN-0005806,SUP-00211,PRD-00954,2024-08-01,2024-08-17,9206,409.11,3766266.66,USD,PENDING_APPROVAL
PO-SYN-0005807,SUP-00040,PRD-04897,2024-05-15,2024-07-22,9184,2444.67,22451849.28,eur,IN_TRANSIT
PO-SYN-0005808,SUP-00681,PRD-04997,2026-01-14,2026-02-14,1478,1081.03,1597762.34,EUR,approved 
PO-SYN-0005809,SUP-00898,PRD-01984,2025-04-13,2025-05-17,8694,37.5,326025.0,USD,FULFILLED
PO-SYN-0005810,SUP-88888,PRD-00635,03/27/2025,05-Apr-2025,7188,1834.32,13185092.16,usd,IN_TRANSIT
PO-SYN-0005811,SUP-00043,PRD-03521,2026-02-22,2026-04-20,11862,1128.09,13381403.58,JPY,IN_TRANSIT
PO-SYN-0005812,SUP-00262,PRD-00797,2025-01-08,2025-01-22,6507,2082.72,13552259.04,CNY,IN_TRANSIT
PO-SYN-0005813,SUP-00234,PRD-02048,2024-02-24,2024-04-13,14770,468.6,6921222.0,eur,IN_TRANSIT
PO-SYN-0005814,SUP-00921,PRD-00608,2026/05/28,PENDING_DATE,2809,302.12,848655.08,JPY,CANCELLED
PO-SYN-0005815,SUP-00233,PRD-01215,10/27/2024,15-Dec-2024,10653,1259.52,13417666.56,JPY,APPROVED
PO-SYN-0005816,SUP-00342,PRD-03224,2025-12-08,2026-01-18,12931,2448.25,31658320.75,usd,IN_TRANSIT
PO-SYN-0005817,SUP-00123,PRD-02043,2025-05-20,2025-06-20,11285,1764.47,19912043.95,EUR,IN_TRANSIT
PO-SYN-0005818,SUP-00137,PRD-02295,2025-08-05,2025-08-15,12232,1557.1,19046447.2,CNY,Approved
PO-SYN-0005819,SUP-00099,PRD-03382,2024-07-03,2024-07-15,9617,1648.61,15854682.37,CNY,approved 
PO-SYN-0005820,SUP-00148,PRD-04483,02/16/2026,06-Apr-2026,-500,,,eur,APPROVED
PO-SYN-0005821,SUP-00806,PRD-03301,2024-01-14,2024-02-05,5550,783.16,4346538.0,EUR,FULFILLED
PO-SYN-0005822,SUP-00904,PRD-03753,2025-11-27,2026-02-10,5903,1828.84,10795642.52,eur,IN_TRANSIT
PO-SYN-0005823,SUP-00328,PRD-04543,2024/04/16,PENDING_DATE,1962,352.93,692448.66,EUR,FULFILLED
PO-SYN-0005824,SUP-00081,PRD-02976,2024-01-31,2024-03-09,11919,2205.65,26289142.35,JPY,approved 
PO-SYN-0005825,SUP-00547,PRD-03395,02/22/2026,06-May-2026,7677,863.04,6625558.08,EUR,PENDING_APPROVAL
PO-SYN-0005826,SUP-00221,PRD-04819,2026-05-14,2026-06-12,3656,1565.48,5723394.88,USD,FULFILLED
PO-SYN-0005827,SUP-00309,PRD-03415,2026-05-07,2026-06-19,10715,1545.36,16558532.4,eur,PENDING_APPROVAL
PO-SYN-0005828,SUP-00416,PRD-04149,2026-06-12,2026-07-13,12926,1458.17,18848305.42,JPY,APPROVED
PO-SYN-0005829,SUP-00457,PRD-00178,2024-01-28,2024-04-11,5587,360.51,2014169.37,CNY,PENDING_APPROVAL
PO-SYN-0005830,SUP-00326,PRD-02017,08/31/2025,29-Sep-2025,13412,978.16,13119081.92,GBP,approved 
PO-SYN-0005831,SUP-00484,PRD-03781,2025-02-01,2025-02-21,7307,2239.83,16366437.81,usd,approved 
PO-SYN-0005832,SUP-00877,PRD-04795,2024/11/07,PENDING_DATE,10263,377.8,3877361.4,EUR,APPROVED
PO-SYN-0005833,SUP-00971,PRD-02214,2024-07-08,2024-08-01,11344,2289.36,25970499.84,JPY,Approved
PO-SYN-0005834,SUP-00725,PRD-03618,2024-05-24,2024-06-28,9344,2481.27,23184986.88,EUR,Approved
PO-SYN-0005835,SUP-00065,PRD-03717,08/25/2024,20-Oct-2024,10055,,,eur,IN_TRANSIT
PO-SYN-0005836,SUP-00348,PRD-00619,2024-05-24,2024-06-25,8502,2330.74,19815951.48,eur,IN_TRANSIT
PO-SYN-0005837,SUP-00196,PRD-03217,2026-02-03,2026-04-16,3089,1967.65,6078070.85,JPY,APPROVED
PO-SYN-0005838,SUP-00988,PRD-02043,2026-06-04,2026-08-10,304,962.97,292742.88,USD,approved 
PO-SYN-0005839,SUP-00704,PRD-04901,2024-08-13,2024-09-03,4975,215.61,1072659.75,GBP,approved 
PO-SYN-0005840,SUP-00456,PRD-77777,04/21/2024,16-Jun-2024,14644,1119.3,16391029.2,CNY,PENDING_APPROVAL
PO-SYN-0005841,SUP-00438,PRD-03004,2024/07/03,PENDING_DATE,2544,2322.66,5908847.04,GBP,Approved
PO-SYN-0005842,SUP-00827,PRD-00553,2025-12-04,2026-01-30,4003,445.05,1781535.15,USD,Approved
PO-SYN-0005843,SUP-00131,PRD-01306,2025-09-23,2025-10-12,3193,279.75,893241.75,GBP,APPROVED
PO-SYN-0005844,SUP-00190,PRD-02627,2025-05-10,2025-05-19,12135,903.1,10959118.5,GBP,IN_TRANSIT
PO-SYN-0005845,SUP-88888,PRD-04287,08/24/2025,02-Sep-2025,11204,1870.3,20954841.2,USD,approved 
PO-SYN-0005846,SUP-00434,PRD-04619,2024-12-26,2025-01-04,1692,1412.84,2390525.28,CNY,APPROVED
PO-SYN-0005847,SUP-00934,PRD-02162,2025-08-02,2025-08-28,8859,2220.27,19669371.93,usd,IN_TRANSIT
PO-SYN-0005848,SUP-00078,PRD-02606,2024-11-22,2025-01-08,402,1092.56,439209.12,JPY,FULFILLED
PO-SYN-0005849,SUP-00620,PRD-03263,2024-02-29,2024-03-20,6310,984.96,6215097.6,JPY,Approved
PO-SYN-0005850,SUP-00868,PRD-04894,09/16/2025,05-Nov-2025,-500,,,USD,Approved
PO-SYN-0005851,SUP-00468,PRD-02578,2025-05-15,2025-07-25,2084,1012.79,2110654.36,JPY,PENDING_APPROVAL
PO-SYN-0005852,SUP-00608,PRD-04949,2025-04-05,2025-06-11,6567,1276.06,8379886.02,GBP,FULFILLED
PO-SYN-0005853,SUP-00437,PRD-03628,2025-05-26,2025-08-08,6601,2028.11,13387554.11,CNY,APPROVED
PO-SYN-0005854,SUP-00909,PRD-04154,2024-12-18,2025-01-20,10236,682.91,6990266.76,GBP,FULFILLED
PO-SYN-0005855,SUP-00025,PRD-01057,03/30/2025,30-May-2025,12224,1943.56,23758077.44,EUR,Approved
PO-SYN-0005856,SUP-00144,PRD-03672,2025-09-04,2025-09-20,11913,1578.67,18806695.71,CNY,Approved
PO-SYN-0005857,SUP-00303,PRD-01195,2025-01-23,2025-03-30,4812,1916.92,9224219.04,GBP,CANCELLED
PO-SYN-0005858,SUP-00413,PRD-02029,2024-06-12,2024-08-21,12312,2086.6,25690219.2,usd,PENDING_APPROVAL
PO-SYN-0005859,SUP-00642,PRD-04995,2026/05/28,PENDING_DATE,13211,740.59,9783934.49,USD,FULFILLED
PO-SYN-0005860,SUP-00528,PRD-01160,01/25/2025,01-Feb-2025,11671,700.57,8176352.47,USD,IN_TRANSIT
PO-SYN-0005861,SUP-00995,PRD-01816,2026-05-28,2026-07-19,8898,1004.39,8937062.22,CNY,Approved
PO-SYN-0005862,SUP-00096,PRD-01584,2024-03-03,2024-04-04,9712,1865.56,18118318.72,EUR,IN_TRANSIT
PO-SYN-0005863,SUP-00563,PRD-00204,2025-03-11,2025-05-07,2868,223.37,640625.16,usd,APPROVED
PO-SYN-0005864,SUP-00941,PRD-04051,2024-01-10,2024-01-20,10184,589.89,6007439.76,USD,approved 
PO-SYN-0005865,SUP-00556,PRD-00628,12/09/2024,01-Feb-2025,12503,,,EUR,Approved
PO-SYN-0005866,SUP-00111,PRD-04040,2024-10-11,2024-11-16,1453,1739.62,2527667.86,eur,FULFILLED
PO-SYN-0005867,SUP-00653,PRD-01431,2026-04-22,2026-06-22,13067,578.73,7562264.91,JPY,CANCELLED
PO-SYN-0005868,SUP-00891,PRD-00707,2024/12/19,PENDING_DATE,10036,305.69,3067904.84,CNY,APPROVED
PO-SYN-0005869,SUP-00297,PRD-03104,2024-01-09,2024-03-05,3607,1689.56,6094242.92,EUR,CANCELLED
PO-SYN-0005870,SUP-00004,PRD-01461,01/07/2024,26-Jan-2024,9423,1580.5,14893051.5,EUR,APPROVED
PO-SYN-0005871,SUP-00496,PRD-03038,2025-02-16,2025-05-02,14250,1176.93,16771252.5,USD,FULFILLED
PO-SYN-0005872,SUP-00481,PRD-01669,2025-02-10,2025-03-19,6786,238.22,1616560.92,EUR,Approved
PO-SYN-0005873,SUP-00804,PRD-02263,2024-02-15,2024-04-06,7258,1334.34,9684639.72,usd,FULFILLED
PO-SYN-0005874,SUP-00484,PRD-00415,2025-04-02,2025-06-11,6975,1079.52,7529652.0,JPY,FULFILLED
PO-SYN-0005875,SUP-00628,PRD-03665,03/23/2025,21-Apr-2025,5284,129.59,684753.56,USD,PENDING_APPROVAL
PO-SYN-0005876,SUP-00207,PRD-01360,2024-10-09,2024-11-03,12618,829.31,10464233.58,CNY,CANCELLED
PO-SYN-0005877,SUP-00115,PRD-01730,2024/06/11,PENDING_DATE,8790,1575.21,13846095.9,eur,approved 
PO-SYN-0005878,SUP-00559,PRD-04459,2026-05-04,2026-05-30,255,493.5,125842.5,USD,approved 
PO-SYN-0005879,SUP-00711,PRD-01769,2026-05-05,2026-06-26,4702,1991.42,9363656.84,EUR,Approved
PO-SYN-0005880,SUP-88888,PRD-77777,03/24/2025,07-Apr-2025,-500,,,USD,CANCELLED
PO-SYN-0005881,SUP-00959,PRD-02165,2025-04-15,2025-05-02,8283,692.37,5734900.71,CNY,CANCELLED
PO-SYN-0005882,SUP-00407,PRD-04942,2025-01-16,2025-03-26,11190,873.67,9776367.3,eur,FULFILLED
PO-SYN-0005883,SUP-00961,PRD-02701,2024-10-17,2024-12-30,5509,2393.41,13185295.69,GBP,approved 
PO-SYN-0005884,SUP-00323,PRD-04704,2025-12-20,2026-01-21,7737,390.79,3023542.23,JPY,Approved
PO-SYN-0005885,SUP-00390,PRD-02140,06/17/2025,06-Aug-2025,10882,486.91,5298554.62,eur,IN_TRANSIT
PO-SYN-0005886,SUP-00678,PRD-01208,2024/02/15,PENDING_DATE,8037,1703.87,13694003.19,JPY,FULFILLED
PO-SYN-0005887,SUP-00737,PRD-00777,2026-01-22,2026-03-17,8825,927.62,8186246.5,GBP,FULFILLED
PO-SYN-0005888,SUP-00083,PRD-04852,2025-10-20,2025-11-22,5203,679.48,3535334.44,JPY,IN_TRANSIT
PO-SYN-0005889,SUP-00846,PRD-01320,2024-11-14,2024-12-17,9359,249.23,2332543.57,usd,CANCELLED
PO-SYN-0005890,SUP-00431,PRD-03141,01/25/2026,26-Mar-2026,3638,853.24,3104087.12,usd,approved 
PO-SYN-0005891,SUP-00028,PRD-00556,2024-12-18,2025-02-02,3232,1525.83,4931482.56,usd,approved 
PO-SYN-0005892,SUP-00603,PRD-04677,2025-04-25,2025-06-03,4917,1073.28,5277317.76,eur,approved 
PO-SYN-0005893,SUP-00240,PRD-00425,2026-02-09,2026-03-30,7930,2143.23,16995813.9,USD,APPROVED
PO-SYN-0005894,SUP-00246,PRD-03836,2025-11-10,2025-12-21,9177,1555.12,14271336.24,eur,FULFILLED
PO-SYN-0005895,SUP-00049,PRD-02842,04/13/2026,09-May-2026,106,,,usd,Approved
PO-SYN-0005896,SUP-00109,PRD-03439,2026-02-15,2026-04-12,11411,1359.94,15518275.34,eur,APPROVED
PO-SYN-0005897,SUP-00969,PRD-01990,2024-12-11,2025-01-06,11422,2195.5,25077001.0,CNY,APPROVED
PO-SYN-0005898,SUP-00852,PRD-00589,2024-09-21,2024-11-26,10879,1214.76,13215374.04,GBP,IN_TRANSIT
PO-SYN-0005899,SUP-00942,PRD-03150,2025-11-20,2026-01-05,4928,349.89,1724257.92,EUR,Approved
PO-SYN-0005900,SUP-00017,PRD-03449,04/15/2026,09-Jun-2026,4212,1106.13,4659019.56,usd,APPROVED
PO-SYN-0005901,SUP-00430,PRD-04769,2024-06-19,2024-08-02,9596,428.88,4115532.48,GBP,CANCELLED
PO-SYN-0005902,SUP-00083,PRD-00069,2024-11-25,2025-01-19,10708,505.06,5408182.48,usd,Approved
PO-SYN-0005903,SUP-00189,PRD-02325,2025-01-29,2025-03-06,281,1958.79,550419.99,EUR,FULFILLED
PO-SYN-0005904,SUP-00376,PRD-04744,2024/05/30,PENDING_DATE,163,2414.75,393604.25,GBP,Approved
PO-SYN-0005905,SUP-00173,PRD-02146,11/07/2024,01-Dec-2024,6606,1053.3,6958099.8,GBP,PENDING_APPROVAL
PO-SYN-0005906,SUP-00649,PRD-02641,2024-01-13,2024-03-23,2281,2033.74,4638960.94,JPY,PENDING_APPROVAL
PO-SYN-0005907,SUP-00657,PRD-03943,2024-08-06,2024-10-15,9322,43.67,407091.74,USD,CANCELLED
PO-SYN-0005908,SUP-00004,PRD-03200,2025-06-18,2025-07-13,4993,78.88,393847.84,JPY,approved 
PO-SYN-0005909,SUP-00284,PRD-03506,2024-02-17,2024-03-03,10334,2062.75,21316458.5,usd,PENDING_APPROVAL
PO-SYN-0005910,SUP-00265,PRD-03513,10/11/2024,15-Dec-2024,-500,,,usd,Approved
PO-SYN-0005911,SUP-00383,PRD-03506,2024-06-04,2024-07-16,11185,1363.2,15247392.0,eur,FULFILLED
PO-SYN-0005912,SUP-00838,PRD-01618,2025-02-23,2025-03-14,9904,2333.05,23106527.2,eur,approved 
PO-SYN-0005913,SUP-00944,PRD-02864,2025/12/21,PENDING_DATE,11168,1950.49,21783072.32,JPY,CANCELLED
PO-SYN-0005914,SUP-00156,PRD-03118,2024-11-04,2025-01-01,13492,1332.77,17981732.84,CNY,IN_TRANSIT
PO-SYN-0005915,SUP-88888,PRD-02948,03/24/2026,26-Apr-2026,12169,2358.42,28699612.98,CNY,CANCELLED
PO-SYN-0005916,SUP-00612,PRD-04874,2024-08-29,2024-09-24,13174,108.61,1430828.14,EUR,PENDING_APPROVAL
PO-SYN-0005917,SUP-00732,PRD-01730,2026-05-13,2026-07-01,4913,1344.55,6605774.15,usd,approved 
PO-SYN-0005918,SUP-00063,PRD-01609,2025-02-22,2025-04-13,5422,327.58,1776138.76,JPY,Approved
PO-SYN-0005919,SUP-00805,PRD-01043,2025-09-20,2025-10-26,4714,873.12,4115887.68,GBP,Approved
PO-SYN-0005920,SUP-00819,PRD-77777,08/10/2025,15-Sep-2025,4891,1820.36,8903380.76,USD,APPROVED
PO-SYN-0005921,SUP-00997,PRD-00906,2024-01-21,2024-02-23,14982,2152.0,32241264.0,GBP,Approved
PO-SYN-0005922,SUP-00940,PRD-03743,2025/12/21,PENDING_DATE,3443,416.67,1434594.81,eur,Approved
PO-SYN-0005923,SUP-00953,PRD-03942,2024-04-23,2024-06-30,9860,1813.22,17878349.2,eur,CANCELLED
PO-SYN-0005924,SUP-00574,PRD-03499,2024-10-02,2024-10-23,12941,1647.74,21323403.34,GBP,IN_TRANSIT
PO-SYN-0005925,SUP-00411,PRD-00157,11/05/2024,10-Jan-2025,12436,,,eur,PENDING_APPROVAL
PO-SYN-0005926,SUP-00147,PRD-00872,2026-06-08,2026-08-20,1543,1246.72,1923688.96,eur,PENDING_APPROVAL
PO-SYN-0005927,SUP-00906,PRD-01643,2026-01-21,2026-02-01,8247,1575.31,12991581.57,EUR,Approved
PO-SYN-0005928,SUP-00541,PRD-04011,2025-12-02,2026-01-15,8821,1753.83,15470534.43,JPY,approved 
PO-SYN-0005929,SUP-00974,PRD-01158,2025-11-29,2026-01-02,13298,1303.05,17327958.9,CNY,PENDING_APPROVAL
PO-SYN-0005930,SUP-00276,PRD-00755,03/24/2024,30-Apr-2024,2672,43.89,117274.08,GBP,FULFILLED
PO-SYN-0005931,SUP-00307,PRD-03844,2025/04/04,PENDING_DATE,8422,2323.09,19565063.98,usd,IN_TRANSIT
PO-SYN-0005932,SUP-00669,PRD-01792,2025-12-10,2026-01-20,14159,2072.11,29339005.49,JPY,IN_TRANSIT
PO-SYN-0005933,SUP-00343,PRD-04079,2025-09-06,2025-09-27,3114,369.75,1151401.5,CNY,Approved
PO-SYN-0005934,SUP-00745,PRD-00556,2024-05-08,2024-05-16,7355,2271.35,16705779.25,JPY,IN_TRANSIT
PO-SYN-0005935,SUP-00097,PRD-03810,01/09/2026,31-Jan-2026,12262,2007.63,24617559.06,eur,CANCELLED
PO-SYN-0005936,SUP-00274,PRD-02861,2025-09-25,2025-10-25,7300,1513.64,11049572.0,usd,APPROVED
