InventoryID,WarehouseID,ProductID,QuantityOnHand,QuantityAllocated,QuantityAvailable,SafetyStock,LastRestockDate,StorageBin
INV-0013499,WH-20,PRD-03839,22460,2526,19934,250,30-08-2024,ZONE-L-25
INV-0013500,WH-24,PRD-04203,-100,4439,-4539,250,,ZONE-A-Aisle02
INV-0013501,WH-14,PRD-00069,14116,2211,11905,,19-02-2025,ZONE-B-10
INV-0013502,WH-47,PRD-03824,33577,1905,31672,500,24-12-2025,ZONE-C-15
INV-0013503,WH-42,PRD-03944,18221,5821,12400,250,19-02-2025,bin_3
INV-0013504,WH-21,PRD-02406,4108,1872,2236,500,08-01-2025,ZONE-E-Aisle14
INV-0013505,WH-28,PRD-04601,31859,3320,28539,,04-05-2025,ZONE-F-5
INV-0013506,WH-13,PRD-02540,1219,6281,-5062,250 units,08-05-2026,ZONE-G-37
INV-0013507,WH-07,PRD-01218,28942,7112,21830,250 units,28-04-2026,ZONE-H-18
INV-0013508,WH-31,PRD-00753,14537,6148,8389,1000,01-03-2026,ZONE-I-Aisle27
INV-0013509,WH-42,PRD-00100,19547,5979,13568,1000,11-12-2025,ZONE-J-26
INV-0013510,WH-12,PRD-02956,19470,2281,17189,1000,,bin_10
INV-0013511,WH-34,PRD-02619,28124,5835,22289,,18-06-2026,ZONE-L-23
INV-0013512,WH-21,PRD-02592,13248,1742,11506,1000,13-03-2024,ZONE-A-Aisle08
INV-0013513,WH-03,PRD-01101,16579,5373,11206,250,08-01-2025,ZONE-B-6
INV-0013514,WH-14,PRD-03479,4277,7369,-3092,250 units,29-01-2026,ZONE-C-2
INV-0013515,WH-26,PRD-01198,33335,3579,29756,500,26-02-2024,ZONE-D-17
INV-0013516,WH-11,PRD-04074,34934,4650,30284,250 units,27-01-2025,ZONE-E-Aisle14
INV-0013517,WH-17,PRD-02087,19176,2764,16412,1000,29-05-2026,bin_17
INV-0013518,WH-33,PRD-01802,22499,3420,19079,250 units,24-03-2025,ZONE-G-29
INV-0013519,WH-50,PRD-04314,21273,2624,18649,250 units,18-04-2026,ZONE-H-8
INV-0013520,WH-14,PRD-01795,28715,4179,24536,250,,ZONE-I-Aisle24
INV-0013521,WH-42,PRD-00673,10798,1878,8920,500,16-03-2026,ZONE-J-3
INV-0013522,WH-49,PRD-02505,24629,5421,19208,500,13-09-2025,ZONE-K-30
INV-0013523,WH-04,PRD-03796,30889,1829,29060,250,05-05-2026,ZONE-L-16
INV-0013524,WH-39,PRD-04912,28931,6843,22088,1000,20-06-2025,ZONE-A-Aisle10
INV-0013525,WH-43,PRD-04157,28751,5894,22857,1000,06-04-2026,ZONE-B-18
INV-0013526,WH-33,PRD-03173,25322,5508,19814,,20-06-2024,ZONE-C-37
INV-0013527,WH-12,PRD-01352,12198,2,12196,250 units,24-05-2025,ZONE-D-7
INV-0013528,WH-15,PRD-03064,15915,3595,12320,250,10-10-2025,ZONE-E-Aisle13
INV-0013529,WH-17,PRD-03596,27980,6728,21252,250,25-02-2024,ZONE-F-32
INV-0013530,WH-12,PRD-02427,28801,2314,26487,,,ZONE-G-32
INV-0013531,WH-11,PRD-04684,27258,3920,23338,500,23-05-2024,bin_31
INV-0013532,WH-27,PRD-01512,31525,6518,25007,,27-12-2025,ZONE-I-Aisle38
INV-0013533,WH-28,PRD-04590,17426,6987,10439,500,03-10-2025,ZONE-J-20
INV-0013534,WH-08,PRD-04657,28516,1179,27337,500,04-10-2025,ZONE-K-37
INV-0013535,WH-35,PRD-02484,584,2375,-1791,,15-12-2025,ZONE-L-30
INV-0013536,WH-41,PRD-03275,7056,5795,1261,500,02-12-2024,ZONE-A-Aisle18
INV-0013537,WH-41,PRD-04365,10051,3128,6923,1000,17-03-2026,ZONE-B-27
INV-0013538,WH-40,PRD-04012,5731,2723,3008,500,24-10-2024,bin_38
INV-0013539,WH-15,PRD-04505,10876,4544,6332,250 units,27-04-2024,ZONE-D-8
INV-0013540,WH-30,PRD-03437,24863,688,24175,250 units,,ZONE-E-Aisle18
INV-0013541,WH-42,PRD-01912,32156,4099,28057,250 units,03-03-2025,ZONE-F-12
INV-0013542,WH-15,PRD-00753,8456,2822,5634,500,29-04-2024,ZONE-G-1
INV-0013543,WH-25,PRD-01886,29748,6608,23140,250,16-01-2024,ZONE-H-12
INV-0013544,WH-02,PRD-03909,11488,891,10597,500,15-01-2024,ZONE-I-Aisle32
INV-0013545,WH-23,PRD-01042,-100,6703,-6803,250 units,05-10-2024,bin_45
INV-0013546,WH-38,PRD-02756,31509,6730,24779,500,23-04-2024,ZONE-K-27
INV-0013547,WH-46,PRD-01236,20066,6289,13777,250 units,22-02-2024,ZONE-L-6
INV-0013548,WH-42,PRD-01392,7935,22,7913,500,16-01-2025,ZONE-A-Aisle15
INV-0013549,WH-42,PRD-04872,29627,4053,25574,250 units,19-10-2024,ZONE-B-1
INV-0013550,WH-25,PRD-03934,9386,5832,3554,1000,,ZONE-C-31
INV-0013551,WH-23,PRD-03567,20089,5880,14209,,21-09-2024,ZONE-D-26
INV-0013552,WH-23,PRD-04705,3134,2057,1077,250,23-07-2025,ZONE-E-Aisle25
INV-0013553,WH-09,PRD-03557,177,1333,-1156,,12-07-2025,ZONE-F-39
INV-0013554,WH-03,PRD-04267,15456,4897,10559,500,03-08-2024,ZONE-G-15
INV-0013555,WH-17,PRD-00964,464,959,-495,,02-06-2026,ZONE-H-17
INV-0013556,WH-45,PRD-03212,2257,1811,446,,21-01-2024,ZONE-I-Aisle03
INV-0013557,WH-49,PRD-02542,24696,1925,22771,1000,16-09-2024,ZONE-J-17
INV-0013558,WH-44,PRD-00678,2147,2268,-121,500,11-03-2024,ZONE-K-29
INV-0013559,WH-32,PRD-04585,16556,7315,9241,500,21-05-2025,bin_59
INV-0013560,WH-15,PRD-02286,19947,4532,15415,250,,ZONE-A-Aisle13
INV-0013561,WH-15,PRD-02100,21464,3920,17544,,25-03-2024,ZONE-B-11
INV-0013562,WH-17,PRD-03919,22210,5311,16899,1000,01-06-2026,ZONE-C-36
INV-0013563,WH-50,PRD-01460,3804,5531,-1727,250,25-10-2024,ZONE-D-36
INV-0013564,WH-46,PRD-01554,28732,5146,23586,,21-12-2025,ZONE-E-Aisle11
INV-0013565,WH-17,PRD-00738,63,5173,-5110,1000,07-08-2025,ZONE-F-17
INV-0013566,WH-01,PRD-03980,9809,5190,4619,500,13-03-2024,bin_66
INV-0013567,WH-29,PRD-04195,23838,1711,22127,250 units,07-01-2025,ZONE-H-4
INV-0013568,WH-04,PRD-04008,7576,3492,4084,250 units,11-04-2025,ZONE-I-Aisle09
INV-0013569,WH-46,PRD-04330,15726,381,15345,1000,22-05-2024,ZONE-J-20
INV-0013570,WH-44,PRD-01064,17164,2812,14352,,,ZONE-K-27
INV-0013571,WH-34,PRD-03988,32546,509,32037,250,09-12-2024,ZONE-L-2
INV-0013572,WH-15,PRD-01685,32551,4080,28471,250,30-07-2024,ZONE-A-Aisle14
INV-0013573,WH-39,PRD-04064,15536,7299,8237,250,02-01-2024,bin_73
INV-0013574,WH-16,PRD-02523,1030,6668,-5638,,05-09-2025,ZONE-C-19
INV-0013575,WH-17,PRD-04935,8903,6633,2270,250,09-05-2026,ZONE-D-12
INV-0013576,WH-47,PRD-00850,20926,2728,18198,250 units,11-06-2025,ZONE-E-Aisle40
INV-0013577,WH-15,PRD-01992,8711,6548,2163,500,12-01-2026,ZONE-F-12
INV-0013578,WH-23,PRD-03695,20729,6721,14008,250 units,12-10-2025,ZONE-G-27
INV-0013579,WH-19,PRD-03077,34449,682,33767,500,10-12-2024,ZONE-H-23
INV-0013580,WH-06,PRD-04797,28175,971,27204,250 units,,ZONE-I-Aisle23
INV-0013581,WH-09,PRD-04329,16548,6608,9940,250,04-09-2025,ZONE-J-30
INV-0013582,WH-45,PRD-02021,9310,2657,6653,250 units,30-01-2026,ZONE-K-35
INV-0013583,WH-22,PRD-02937,20878,1736,19142,500,09-10-2025,ZONE-L-10
INV-0013584,WH-44,PRD-02084,13628,6801,6827,250 units,14-01-2025,ZONE-A-Aisle36
INV-0013585,WH-22,PRD-00131,10109,2730,7379,1000,08-08-2025,ZONE-B-10
INV-0013586,WH-06,PRD-00275,31023,5204,25819,250 units,31-05-2026,ZONE-C-16
INV-0013587,WH-37,PRD-04328,14815,7178,7637,1000,24-10-2025,bin_87
INV-0013588,WH-25,PRD-01879,19391,4246,15145,250,29-02-2024,ZONE-E-Aisle22
INV-0013589,WH-33,PRD-04184,8415,5569,2846,,15-01-2025,ZONE-F-21
INV-0013590,WH-02,PRD-04129,-100,1112,-1212,500,,ZONE-G-22
INV-0013591,WH-29,PRD-02203,9412,2342,7070,1000,06-06-2026,ZONE-H-4
INV-0013592,WH-17,PRD-01420,32009,5836,26173,,29-04-2026,ZONE-I-Aisle02
INV-0013593,WH-04,PRD-03439,26533,3386,23147,250,05-05-2026,ZONE-J-24
INV-0013594,WH-39,PRD-00738,19803,480,19323,250,27-06-2025,bin_94
INV-0013595,WH-17,PRD-02589,23904,3598,20306,1000,09-12-2024,ZONE-L-10
INV-0013596,WH-07,PRD-03627,18667,5665,13002,,06-02-2026,ZONE-A-Aisle12
INV-0013597,WH-50,PRD-03180,29980,3519,26461,,02-08-2024,ZONE-B-37
INV-0013598,WH-09,PRD-04399,2967,3740,-773,1000,11-04-2026,ZONE-C-13
INV-0013599,WH-47,PRD-04204,33948,5333,28615,500,23-02-2024,ZONE-D-21
INV-0013600,WH-49,PRD-04739,29776,3307,26469,,,ZONE-E-Aisle09
INV-0013601,WH-24,PRD-00698,256,6160,-5904,,17-04-2025,bin_101
INV-0013602,WH-37,PRD-02923,22708,6760,15948,250,17-09-2024,ZONE-G-37
INV-0013603,WH-39,PRD-01060,32242,1863,30379,,20-12-2024,ZONE-H-6
INV-0013604,WH-39,PRD-02945,8178,1076,7102,250,21-01-2024,ZONE-I-Aisle24
INV-0013605,WH-38,PRD-04470,4499,1409,3090,1000,24-08-2025,ZONE-J-31
INV-0013606,WH-21,PRD-01326,24902,270,24632,250 units,24-07-2025,ZONE-K-35
INV-0013607,WH-16,PRD-03155,29102,2533,26569,,07-01-2024,ZONE-L-33
INV-0013608,WH-25,PRD-01960,15957,3577,12380,250 units,02-11-2025,ZONE-A-Aisle26
INV-0013609,WH-23,PRD-04699,26960,6694,20266,250 units,26-05-2025,ZONE-B-18
INV-0013610,WH-29,PRD-02275,4934,4836,98,,,ZONE-C-27
INV-0013611,WH-32,PRD-04855,33640,1564,32076,1000,26-01-2024,ZONE-D-9
INV-0013612,WH-38,PRD-00990,6141,2998,3143,250 units,29-01-2025,ZONE-E-Aisle26
INV-0013613,WH-11,PRD-04238,7308,117,7191,250,04-07-2025,ZONE-F-8
INV-0013614,WH-35,PRD-03255,11114,1254,9860,,21-01-2024,ZONE-G-14
INV-0013615,WH-12,PRD-04061,2778,6432,-3654,250,16-03-2026,bin_115
INV-0013616,WH-13,PRD-00768,15739,4036,11703,,12-01-2025,ZONE-I-Aisle12
INV-0013617,WH-06,PRD-01713,4488,1589,2899,250 units,03-05-2024,ZONE-J-14
INV-0013618,WH-34,PRD-01300,19717,3830,15887,250 units,25-01-2026,ZONE-K-32
INV-0013619,WH-09,PRD-04080,26425,6585,19840,250 units,15-04-2026,ZONE-L-5
INV-0013620,WH-19,PRD-03951,33493,4535,28958,1000,,ZONE-A-Aisle21
INV-0013621,WH-35,PRD-04668,34125,614,33511,1000,31-03-2025,ZONE-B-24
INV-0013622,WH-15,PRD-04501,9651,7070,2581,500,13-11-2024,bin_122
INV-0013623,WH-09,PRD-03552,18975,7041,11934,1000,11-02-2026,ZONE-D-32
INV-0013624,WH-16,PRD-02275,14867,4521,10346,250 units,05-08-2024,ZONE-E-Aisle12
INV-0013625,WH-46,PRD-03691,9566,1816,7750,,27-03-2025,ZONE-F-5
INV-0013626,WH-16,PRD-01703,22831,4224,18607,1000,25-04-2025,ZONE-G-22
INV-0013627,WH-04,PRD-01716,1341,7403,-6062,250 units,22-01-2026,ZONE-H-37
INV-0013628,WH-05,PRD-03109,5744,2778,2966,500,11-04-2026,ZONE-I-Aisle14
INV-0013629,WH-44,PRD-02246,25863,4449,21414,500,02-12-2024,bin_129
INV-0013630,WH-47,PRD-02395,27840,6193,21647,1000,,ZONE-K-28
INV-0013631,WH-49,PRD-01862,21757,2871,18886,250,23-02-2024,ZONE-L-7
INV-0013632,WH-12,PRD-04700,12102,835,11267,500,16-06-2026,ZONE-A-Aisle15
INV-0013633,WH-20,PRD-04490,33760,5626,28134,500,30-03-2026,ZONE-B-25
INV-0013634,WH-37,PRD-01157,3006,1358,1648,250 units,13-03-2025,ZONE-C-27
INV-0013635,WH-13,PRD-01394,-100,7092,-7192,500,12-06-2026,ZONE-D-12
INV-0013636,WH-32,PRD-03672,1513,4486,-2973,500,25-03-2024,ZONE-E-Aisle40
INV-0013637,WH-47,PRD-04731,18595,7002,11593,,07-10-2024,ZONE-F-12
INV-0013638,WH-44,PRD-02122,21824,1219,20605,,27-02-2026,ZONE-G-24
INV-0013639,WH-17,PRD-04345,1068,4683,-3615,250 units,22-02-2025,ZONE-H-4
INV-0013640,WH-24,PRD-03214,3978,5755,-1777,1000,,ZONE-I-Aisle07
INV-0013641,WH-24,PRD-00713,9883,1837,8046,250,24-09-2024,ZONE-J-7
INV-0013642,WH-40,PRD-04833,26884,4258,22626,1000,12-12-2024,ZONE-K-5
INV-0013643,WH-46,PRD-02409,20667,4347,16320,1000,27-05-2024,bin_143
INV-0013644,WH-09,PRD-02602,2140,4019,-1879,1000,20-02-2026,ZONE-A-Aisle17
INV-0013645,WH-42,PRD-03554,7016,3640,3376,500,26-03-2025,ZONE-B-15
INV-0013646,WH-17,PRD-02179,28307,5070,23237,250,06-01-2025,ZONE-C-24
INV-0013647,WH-19,PRD-04988,11535,6288,5247,500,12-02-2025,ZONE-D-30
INV-0013648,WH-07,PRD-03617,21468,6117,15351,250,16-05-2024,ZONE-E-Aisle30
INV-0013649,WH-10,PRD-00350,13865,5498,8367,,21-11-2024,ZONE-F-33
INV-0013650,WH-32,PRD-03926,15173,3064,12109,500,,bin_150
INV-0013651,WH-49,PRD-04204,24424,5175,19249,250 units,09-04-2026,ZONE-H-11
INV-0013652,WH-23,PRD-04219,5444,6035,-591,,28-03-2025,ZONE-I-Aisle29
INV-0013653,WH-28,PRD-04376,32031,6077,25954,250 units,30-01-2025,ZONE-J-20
INV-0013654,WH-19,PRD-01798,10339,4748,5591,,09-09-2025,ZONE-K-4
INV-0013655,WH-05,PRD-02123,5756,2076,3680,1000,08-02-2024,ZONE-L-11
INV-0013656,WH-35,PRD-01310,10381,3413,6968,1000,29-03-2026,ZONE-A-Aisle34
INV-0013657,WH-35,PRD-00701,7156,457,6699,250 units,06-07-2025,bin_157
INV-0013658,WH-37,PRD-00810,26770,2645,24125,250 units,23-10-2024,ZONE-C-32
INV-0013659,WH-11,PRD-00394,13357,5828,7529,,27-03-2026,ZONE-D-25
INV-0013660,WH-50,PRD-03555,31825,1176,30649,,,ZONE-E-Aisle22
INV-0013661,WH-10,PRD-00752,4777,2761,2016,1000,31-05-2025,ZONE-F-37
INV-0013662,WH-15,PRD-03107,30851,4034,26817,250 units,08-09-2024,ZONE-G-23
INV-0013663,WH-28,PRD-03940,11342,699,10643,250,06-10-2024,ZONE-H-11
INV-0013664,WH-17,PRD-02717,29784,2554,27230,250 units,10-05-2025,ZONE-I-Aisle22
INV-0013665,WH-17,PRD-00656,7388,3557,3831,250 units,07-04-2026,ZONE-J-37
INV-0013666,WH-26,PRD-03154,6096,2033,4063,1000,15-11-2024,ZONE-K-7
INV-0013667,WH-43,PRD-01091,6444,4495,1949,1000,02-11-2025,ZONE-L-8
INV-0013668,WH-43,PRD-02017,8027,1987,6040,250,09-04-2024,ZONE-A-Aisle37
INV-0013669,WH-34,PRD-00939,25828,7229,18599,,02-06-2026,ZONE-B-19
INV-0013670,WH-10,PRD-00071,149,5853,-5704,500,,ZONE-C-17
INV-0013671,WH-33,PRD-04800,22371,6837,15534,250 units,01-04-2024,bin_171
INV-0013672,WH-40,PRD-03671,16829,5996,10833,250 units,16-08-2024,ZONE-E-Aisle17
INV-0013673,WH-48,PRD-00144,18822,6666,12156,,02-10-2024,ZONE-F-26
INV-0013674,WH-01,PRD-00275,23872,3838,20034,500,20-12-2024,ZONE-G-17
INV-0013675,WH-07,PRD-04550,10558,3762,6796,500,30-10-2025,ZONE-H-35
INV-0013676,WH-49,PRD-01550,1232,5719,-4487,,23-06-2025,ZONE-I-Aisle35
INV-0013677,WH-06,PRD-01831,2445,14,2431,250 units,06-12-2024,ZONE-J-33
INV-0013678,WH-20,PRD-01294,1074,7309,-6235,1000,08-02-2025,bin_178
INV-0013679,WH-22,PRD-00984,17181,7243,9938,250,24-01-2026,ZONE-L-27
INV-0013680,WH-21,PRD-02397,-100,5481,-5581,,,ZONE-A-Aisle14
INV-0013681,WH-44,PRD-04268,1824,3955,-2131,250 units,24-02-2025,ZONE-B-3
INV-0013682,WH-47,PRD-01967,17897,7104,10793,250,30-11-2025,ZONE-C-4
INV-0013683,WH-04,PRD-01408,6420,4191,2229,500,12-07-2024,ZONE-D-1
INV-0013684,WH-13,PRD-04985,14088,6940,7148,,28-10-2024,ZONE-E-Aisle32
INV-0013685,WH-11,PRD-04897,14573,171,14402,250 units,07-01-2026,bin_185
INV-0013686,WH-42,PRD-04587,15339,5502,9837,,01-02-2025,ZONE-G-36
INV-0013687,WH-39,PRD-01226,9210,6529,2681,500,03-12-2024,ZONE-H-32
INV-0013688,WH-18,PRD-03778,19176,4986,14190,500,12-05-2024,ZONE-I-Aisle28
INV-0013689,WH-34,PRD-01015,32050,6034,26016,250,26-01-2024,ZONE-J-20
INV-0013690,WH-04,PRD-01507,14970,4283,10687,1000,,ZONE-K-24
INV-0013691,WH-12,PRD-03703,32719,6740,25979,500,27-11-2025,ZONE-L-22
INV-0013692,WH-25,PRD-04967,27776,848,26928,1000,13-06-2026,ZONE-A-Aisle33
INV-0013693,WH-05,PRD-03772,29005,6283,22722,,03-03-2026,ZONE-B-11
INV-0013694,WH-32,PRD-00502,29451,619,28832,1000,07-01-2026,ZONE-C-16
INV-0013695,WH-26,PRD-00018,32788,4941,27847,250,05-02-2024,ZONE-D-11
INV-0013696,WH-10,PRD-02261,19728,3119,16609,,03-10-2025,ZONE-E-Aisle40
INV-0013697,WH-26,PRD-01402,18367,6144,12223,250 units,26-03-2025,ZONE-F-37
INV-0013698,WH-14,PRD-01217,27005,6132,20873,500,19-05-2025,ZONE-G-4
INV-0013699,WH-28,PRD-03504,12971,4971,8000,1000,07-05-2026,bin_199
INV-0013700,WH-06,PRD-03061,23439,65,23374,250 units,,ZONE-I-Aisle12
INV-0013701,WH-24,PRD-01476,7243,3965,3278,250 units,08-02-2024,ZONE-J-36
INV-0013702,WH-20,PRD-04971,13671,7232,6439,,20-01-2024,ZONE-K-29
INV-0013703,WH-16,PRD-04880,8756,2785,5971,,28-09-2024,ZONE-L-23
INV-0013704,WH-24,PRD-01151,12820,3934,8886,,28-03-2025,ZONE-A-Aisle12
INV-0013705,WH-20,PRD-03988,22437,6255,16182,1000,06-11-2025,ZONE-B-2
INV-0013706,WH-13,PRD-02951,16077,6339,9738,500,17-04-2024,bin_206
INV-0013707,WH-37,PRD-00694,24936,4798,20138,500,31-05-2024,ZONE-D-25
INV-0013708,WH-04,PRD-00833,26454,3592,22862,500,23-11-2024,ZONE-E-Aisle23
INV-0013709,WH-28,PRD-02068,25504,3813,21691,,04-05-2025,ZONE-F-38
INV-0013710,WH-49,PRD-02537,7617,4258,3359,,,ZONE-G-25
INV-0013711,WH-02,PRD-04730,2261,2066,195,,28-01-2025,ZONE-H-32
INV-0013712,WH-41,PRD-00623,612,6648,-6036,500,27-11-2025,ZONE-I-Aisle33
INV-0013713,WH-39,PRD-04812,1229,5457,-4228,1000,20-05-2026,bin_213
INV-0013714,WH-03,PRD-02795,11636,7306,4330,250 units,11-12-2025,ZONE-K-26
INV-0013715,WH-44,PRD-02356,30095,5422,24673,250 units,29-01-2024,ZONE-L-10
INV-0013716,WH-50,PRD-01648,16924,6205,10719,500,21-08-2025,ZONE-A-Aisle13
INV-0013717,WH-20,PRD-04283,33468,5617,27851,500,17-05-2025,ZONE-B-40
INV-0013718,WH-32,PRD-04595,22809,7288,15521,1000,12-03-2026,ZONE-C-29
INV-0013719,WH-40,PRD-01757,9852,3352,6500,1000,13-08-2025,ZONE-D-32
INV-0013720,WH-18,PRD-01836,27426,3716,23710,250 units,,ZONE-E-Aisle23
INV-0013721,WH-11,PRD-03989,2960,107,2853,1000,11-04-2025,ZONE-F-33
INV-0013722,WH-50,PRD-00609,8183,3366,4817,250,29-06-2025,ZONE-G-18
INV-0013723,WH-03,PRD-00882,27983,2206,25777,1000,29-10-2025,ZONE-H-26
INV-0013724,WH-09,PRD-00169,18377,4918,13459,1000,07-03-2026,ZONE-I-Aisle28
INV-0013725,WH-24,PRD-00191,-100,178,-278,250 units,07-08-2024,ZONE-J-12
INV-0013726,WH-42,PRD-03494,5149,5172,-23,250,31-07-2025,ZONE-K-37
INV-0013727,WH-08,PRD-02530,9695,6890,2805,,27-01-2026,bin_227
INV-0013728,WH-40,PRD-01826,17917,6121,11796,500,23-07-2024,ZONE-A-Aisle01
INV-0013729,WH-36,PRD-02618,27329,5335,21994,,25-05-2026,ZONE-B-17
INV-0013730,WH-09,PRD-04759,16522,3864,12658,,,ZONE-C-18
INV-0013731,WH-07,PRD-00076,8279,4495,3784,1000,07-06-2026,ZONE-D-37
INV-0013732,WH-44,PRD-04547,17168,5192,11976,500,21-05-2026,ZONE-E-Aisle15
INV-0013733,WH-37,PRD-03350,3558,3469,89,250 units,05-01-2026,ZONE-F-13
INV-0013734,WH-50,PRD-03785,408,4378,-3970,250,16-11-2024,bin_234
INV-0013735,WH-12,PRD-03698,28839,4837,24002,500,17-08-2024,ZONE-H-33
INV-0013736,WH-20,PRD-00044,34364,147,34217,1000,11-02-2025,ZONE-I-Aisle37
INV-0013737,WH-19,PRD-00333,17114,6326,10788,,21-05-2024,ZONE-J-30
INV-0013738,WH-01,PRD-00909,6197,6684,-487,1000,17-07-2024,ZONE-K-1
INV-0013739,WH-07,PRD-01941,10702,3205,7497,1000,20-05-2025,ZONE-L-7
INV-0013740,WH-08,PRD-03559,3766,6686,-2920,250 units,,ZONE-A-Aisle32
INV-0013741,WH-16,PRD-02159,9899,1136,8763,1000,20-02-2026,bin_241
INV-0013742,WH-50,PRD-01429,7674,6684,990,500,05-08-2025,ZONE-C-18
INV-0013743,WH-22,PRD-01503,16571,288,16283,250 units,01-03-2024,ZONE-D-11
INV-0013744,WH-35,PRD-02515,27791,6721,21070,250 units,02-03-2025,ZONE-E-Aisle03
INV-0013745,WH-47,PRD-01245,21490,2821,18669,250 units,06-02-2024,ZONE-F-31
INV-0013746,WH-43,PRD-02865,11123,1306,9817,1000,02-07-2024,ZONE-G-27
INV-0013747,WH-15,PRD-01645,34833,451,34382,250,23-06-2025,ZONE-H-35
INV-0013748,WH-43,PRD-01239,31880,1710,30170,500,29-01-2026,ZONE-I-Aisle14
INV-0013749,WH-29,PRD-01138,33155,6390,26765,500,17-05-2024,ZONE-J-35
INV-0013750,WH-31,PRD-01287,31071,211,30860,1000,,ZONE-K-2
INV-0013751,WH-36,PRD-04180,6786,676,6110,500,04-01-2026,ZONE-L-26
INV-0013752,WH-10,PRD-02264,31410,5587,25823,250 units,17-05-2026,ZONE-A-Aisle15
INV-0013753,WH-49,PRD-04641,4539,1460,3079,,06-04-2025,ZONE-B-12
INV-0013754,WH-30,PRD-00913,18735,2097,16638,,18-01-2024,ZONE-C-36
INV-0013755,WH-39,PRD-00908,11945,3362,8583,500,30-09-2025,bin_255
INV-0013756,WH-06,PRD-02309,12445,3872,8573,,09-02-2025,ZONE-E-Aisle05
INV-0013757,WH-08,PRD-03747,7526,3998,3528,,13-04-2024,ZONE-F-6
INV-0013758,WH-50,PRD-04733,13048,6352,6696,250,10-02-2026,ZONE-G-6
INV-0013759,WH-39,PRD-02878,21977,1224,20753,1000,18-03-2024,ZONE-H-17
INV-0013760,WH-34,PRD-00937,3633,7023,-3390,250 units,,ZONE-I-Aisle37
INV-0013761,WH-11,PRD-01248,13428,161,13267,,13-08-2025,ZONE-J-32
INV-0013762,WH-39,PRD-03330,17009,1372,15637,1000,05-09-2025,bin_262
INV-0013763,WH-38,PRD-04909,32590,5199,27391,500,04-01-2026,ZONE-L-32
INV-0013764,WH-33,PRD-03556,21105,7148,13957,,24-03-2026,ZONE-A-Aisle06
INV-0013765,WH-14,PRD-02650,6011,1274,4737,1000,25-01-2025,ZONE-B-40
INV-0013766,WH-43,PRD-04254,32429,2679,29750,500,04-01-2025,ZONE-C-21
INV-0013767,WH-19,PRD-00040,29306,2335,26971,,08-01-2024,ZONE-D-34
INV-0013768,WH-28,PRD-00334,30886,3633,27253,250 units,28-07-2025,ZONE-E-Aisle33
INV-0013769,WH-18,PRD-01497,30311,4872,25439,1000,15-06-2025,bin_269
INV-0013770,WH-38,PRD-03135,-100,4304,-4404,250 units,,ZONE-G-33
INV-0013771,WH-10,PRD-01531,3487,4264,-777,500,20-11-2025,ZONE-H-3
INV-0013772,WH-18,PRD-02538,2817,7198,-4381,500,04-05-2025,ZONE-I-Aisle26
INV-0013773,WH-41,PRD-00310,12639,7053,5586,1000,27-12-2024,ZONE-J-32
INV-0013774,WH-32,PRD-01109,3731,2743,988,500,11-10-2024,ZONE-K-5
INV-0013775,WH-49,PRD-02821,6264,1082,5182,250 units,24-12-2025,ZONE-L-17
INV-0013776,WH-05,PRD-00548,8669,4197,4472,1000,11-07-2025,ZONE-A-Aisle04
INV-0013777,WH-16,PRD-00291,3004,1595,1409,1000,14-02-2026,ZONE-B-17
INV-0013778,WH-13,PRD-02004,9715,3317,6398,250,14-05-2025,ZONE-C-4
INV-0013779,WH-19,PRD-02099,31189,3611,27578,250 units,07-02-2026,ZONE-D-32
INV-0013780,WH-09,PRD-00741,1511,164,1347,250,,ZONE-E-Aisle23
INV-0013781,WH-23,PRD-02133,14750,3651,11099,1000,25-05-2025,ZONE-F-23
INV-0013782,WH-15,PRD-03100,13523,3736,9787,,26-12-2024,ZONE-G-8
INV-0013783,WH-29,PRD-04409,25990,267,25723,1000,21-10-2024,bin_283
INV-0013784,WH-29,PRD-00691,34114,3590,30524,,03-03-2025,ZONE-I-Aisle31
INV-0013785,WH-04,PRD-01546,32544,6622,25922,250,10-02-2025,ZONE-J-29
INV-0013786,WH-24,PRD-00902,7804,7290,514,500,27-02-2026,ZONE-K-28
INV-0013787,WH-30,PRD-01848,7501,398,7103,250,26-11-2024,ZONE-L-35
INV-0013788,WH-16,PRD-01344,26106,3319,22787,,27-12-2025,ZONE-A-Aisle40
INV-0013789,WH-42,PRD-01254,15237,4725,10512,,08-01-2024,ZONE-B-12
INV-0013790,WH-47,PRD-04271,13657,5085,8572,250,,bin_290
INV-0013791,WH-48,PRD-03518,25052,4434,20618,250,30-07-2025,ZONE-D-34
INV-0013792,WH-43,PRD-00297,23267,3445,19822,250,15-06-2025,ZONE-E-Aisle16
INV-0013793,WH-33,PRD-03881,24618,5301,19317,,16-05-2024,ZONE-F-14
INV-0013794,WH-20,PRD-01471,33174,3410,29764,500,05-02-2026,ZONE-G-9
INV-0013795,WH-19,PRD-01686,7331,4548,2783,1000,28-02-2026,ZONE-H-23
INV-0013796,WH-15,PRD-01295,19537,1417,18120,1000,04-07-2025,ZONE-I-Aisle15
INV-0013797,WH-49,PRD-00935,31282,3941,27341,,25-04-2024,bin_297
INV-0013798,WH-13,PRD-02768,13457,623,12834,250,30-05-2024,ZONE-K-30
