PO_Number,SupplierID,ProductID,OrderDate,ExpectedDeliveryDate,QuantityOrdered,UnitCost,TotalPOValue,Currency,PO_Status
PO-SYN-0005533,SUP-00519,PRD-00188,2026-02-11,2026-04-03,259,1496.62,387624.58,KRW,FULFILLED
PO-SYN-0005534,SUP-00153,PRD-04950,2025-01-07,2025-01-16,466,575.96,268397.36,JPY,IN_TRANSIT
PO-SYN-0005535,SUP-00980,PRD-01200,2026-05-03,2026-05-28,12425,2211.85,27482236.25,CNY,FULFILLED
PO-SYN-0005536,SUP-00804,PRD-01633,2024-10-28,2024-11-19,8513,1069.71,9106441.23,EUR,DELAYED
PO-SYN-0005537,SUP-00710,PRD-04367,2025-01-19,2025-02-15,9514,636.04,6051284.56,INR,FULFILLED
PO-SYN-0005538,SUP-00268,PRD-04723,2026-02-17,2026-03-24,14879,725.61,10796351.19,USD,FULFILLED
PO-SYN-0005539,SUP-00032,PRD-01951,2025-09-28,2025-10-25,286,1812.72,518437.92,GBP,IN_TRANSIT
PO-SYN-0005540,SUP-00955,PRD-03753,2024-02-06,2024-03-02,9947,1909.76,18996382.72,KRW,FULFILLED
PO-SYN-0005541,SUP-00318,PRD-04995,2024-06-01,2024-07-11,11458,750.07,8594302.06,JPY,FULFILLED
PO-SYN-0005542,SUP-00155,PRD-04580,2025-02-04,2025-03-31,9880,2219.39,21927573.2,INR,FULFILLED
PO-SYN-0005543,SUP-00105,PRD-02907,2025-01-07,2025-03-22,1268,2278.28,2888859.04,GBP,FULFILLED
PO-SYN-0005544,SUP-00177,PRD-01104,2024-08-15,2024-10-25,8163,2450.49,20003349.87,CNY,FULFILLED
PO-SYN-0005545,SUP-00685,PRD-01073,2024-10-05,2024-10-19,11839,992.45,11749615.55,JPY,FULFILLED
PO-SYN-0005546,SUP-00200,PRD-03924,2024-05-22,2024-08-01,5681,598.5,3400078.5,JPY,FULFILLED
PO-SYN-0005547,SUP-00979,PRD-00353,2024-01-12,2024-03-10,13987,248.3,3472972.1,JPY,FULFILLED
PO-SYN-0005548,SUP-00750,PRD-03191,2024-06-10,2024-08-16,8137,921.64,7499384.68,CNY,IN_TRANSIT
PO-SYN-0005549,SUP-00744,PRD-02647,2025-04-08,2025-05-16,4735,1458.49,6905950.15,CNY,IN_TRANSIT
PO-SYN-0005550,SUP-00523,PRD-00137,2024-09-25,2024-12-02,6430,1572.25,10109567.5,KRW,IN_TRANSIT
PO-SYN-0005551,SUP-00061,PRD-01404,2025-01-26,2025-02-13,7060,1809.44,12774646.4,USD,APPROVED
PO-SYN-0005552,SUP-00670,PRD-03201,2025-09-24,2025-10-05,558,1949.14,1087620.12,EUR,FULFILLED
PO-SYN-0005553,SUP-00107,PRD-02375,2024-11-30,2024-12-16,2678,1283.19,3436382.82,EUR,APPROVED
PO-SYN-0005554,SUP-00092,PRD-02676,2024-11-04,2025-01-01,4759,2446.62,11643464.58,KRW,FULFILLED
PO-SYN-0005555,SUP-00690,PRD-04444,2026-01-02,2026-03-15,1983,1457.17,2889568.11,EUR,FULFILLED
PO-SYN-0005556,SUP-00249,PRD-04024,2025-03-24,2025-04-29,3602,1839.5,6625879.0,EUR,FULFILLED
PO-SYN-0005557,SUP-00692,PRD-00932,2024-10-17,2024-11-12,10103,510.36,5156167.08,CNY,DELAYED
PO-SYN-0005558,SUP-00104,PRD-00417,2025-02-01,2025-03-31,1796,592.49,1064112.04,INR,APPROVED
PO-SYN-0005559,SUP-00369,PRD-00497,2024-05-28,2024-07-19,14536,1132.51,16462165.36,EUR,DELAYED
PO-SYN-0005560,SUP-00391,PRD-02967,2026-04-22,2026-06-23,11272,885.78,9984512.16,GBP,APPROVED
PO-SYN-0005561,SUP-00011,PRD-03970,2024-09-07,2024-11-07,5019,1297.98,6514561.62,JPY,FULFILLED
PO-SYN-0005562,SUP-00887,PRD-04974,2025-01-02,2025-01-31,13897,1241.9,17258684.3,EUR,FULFILLED
PO-SYN-0005563,SUP-00757,PRD-01285,2026-03-14,2026-04-14,13759,2053.66,28256307.94,EUR,APPROVED
PO-SYN-0005564,SUP-00668,PRD-00768,2024-07-03,2024-09-09,11632,167.37,1946847.84,CNY,CANCELLED
PO-SYN-0005565,SUP-00397,PRD-04629,2025-01-04,2025-02-19,7744,100.2,775948.8,EUR,FULFILLED
PO-SYN-0005566,SUP-00095,PRD-02117,2025-04-07,2025-06-20,3790,873.67,3311209.3,CNY,FULFILLED
PO-SYN-0005567,SUP-00456,PRD-00636,2026-06-18,2026-08-17,11626,2379.2,27660579.2,KRW,IN_TRANSIT
PO-SYN-0005568,SUP-00985,PRD-01187,2024-11-29,2024-12-23,12539,2132.83,26743555.37,EUR,IN_TRANSIT
PO-SYN-0005569,SUP-00422,PRD-01420,2024-08-13,2024-09-21,5200,1999.93,10399636.0,KRW,PENDING_APPROVAL
PO-SYN-0005570,SUP-00032,PRD-01206,2025-03-30,2025-04-22,2403,1691.61,4064938.83,USD,IN_TRANSIT
PO-SYN-0005571,SUP-00940,PRD-02460,2025-09-26,2025-11-19,13235,1780.86,23569682.1,INR,FULFILLED
PO-SYN-0005572,SUP-00983,PRD-02726,2025-06-26,2025-07-05,387,720.48,278825.76,USD,FULFILLED
PO-SYN-0005573,SUP-00538,PRD-02391,2024-07-04,2024-08-04,6803,1020.84,6944774.52,JPY,IN_TRANSIT
PO-SYN-0005574,SUP-00034,PRD-02492,2024-04-04,2024-06-09,5981,897.65,5368844.65,CNY,IN_TRANSIT
PO-SYN-0005575,SUP-00490,PRD-02560,2026-04-07,2026-04-29,7745,1159.27,8978546.15,CNY,FULFILLED
PO-SYN-0005576,SUP-00996,PRD-01515,2024-05-21,2024-07-13,13818,272.27,3762226.86,USD,FULFILLED
PO-SYN-0005577,SUP-00248,PRD-03700,2024-06-15,2024-07-18,13382,2340.93,31326325.26,EUR,APPROVED
PO-SYN-0005578,SUP-00795,PRD-03008,2024-10-20,2024-12-08,8531,1936.51,16520366.81,CNY,PENDING_APPROVAL
PO-SYN-0005579,SUP-00772,PRD-02671,2024-04-21,2024-06-03,1706,498.74,850850.44,INR,FULFILLED
PO-SYN-0005580,SUP-00494,PRD-04084,2024-06-14,2024-08-22,10316,1493.16,15403438.56,EUR,FULFILLED
PO-SYN-0005581,SUP-00869,PRD-03849,2025-02-26,2025-04-06,3548,1837.38,6519024.24,JPY,IN_TRANSIT
PO-SYN-0005582,SUP-00392,PRD-00424,2025-12-14,2026-01-05,13870,281.91,3910091.7,KRW,FULFILLED
PO-SYN-0005583,SUP-00927,PRD-01635,2024-10-27,2024-12-08,11818,2228.87,26340785.66,GBP,FULFILLED
PO-SYN-0005584,SUP-00862,PRD-01895,2024-02-13,2024-03-26,13197,394.43,5205292.71,EUR,FULFILLED
PO-SYN-0005585,SUP-00782,PRD-00509,2024-11-28,2024-12-29,5049,1877.39,9478942.11,EUR,CANCELLED
PO-SYN-0005586,SUP-00071,PRD-02100,2024-02-13,2024-02-23,5144,12.31,63322.64,EUR,FULFILLED
PO-SYN-0005587,SUP-00061,PRD-03722,2024-01-13,2024-02-02,7695,1957.58,15063578.1,USD,FULFILLED
PO-SYN-0005588,SUP-00008,PRD-03120,2025-10-23,2025-12-08,12208,923.42,11273111.36,EUR,APPROVED
PO-SYN-0005589,SUP-00973,PRD-01114,2025-05-04,2025-07-07,9784,214.09,2094656.56,KRW,FULFILLED
PO-SYN-0005590,SUP-00161,PRD-04109,2025-10-27,2025-11-21,12183,593.9,7235483.7,JPY,FULFILLED
PO-SYN-0005591,SUP-00153,PRD-00954,2026-03-19,2026-06-02,11553,1515.5,17508571.5,KRW,APPROVED
PO-SYN-0005592,SUP-00905,PRD-03586,2025-12-23,2026-01-11,13225,764.39,10109057.75,KRW,FULFILLED
PO-SYN-0005593,SUP-00690,PRD-03673,2025-04-02,2025-05-20,3860,943.74,3642836.4,USD,FULFILLED
PO-SYN-0005594,SUP-00114,PRD-01110,2025-01-19,2025-02-13,3048,2439.49,7435565.52,CNY,FULFILLED
PO-SYN-0005595,SUP-00055,PRD-02779,2025-06-18,2025-07-04,8301,1358.57,11277489.57,KRW,FULFILLED
PO-SYN-0005596,SUP-00486,PRD-04872,2025-05-28,2025-06-08,12413,1315.47,16328929.11,GBP,IN_TRANSIT
PO-SYN-0005597,SUP-00850,PRD-03361,2026-06-02,2026-08-03,2520,2037.24,5133844.8,JPY,DELAYED
PO-SYN-0005598,SUP-00459,PRD-00154,2025-09-28,2025-10-05,13090,2373.63,31070816.7,KRW,FULFILLED
PO-SYN-0005599,SUP-00204,PRD-02162,2024-06-19,2024-07-10,14453,931.0,13455743.0,JPY,FULFILLED
PO-SYN-0005600,SUP-00131,PRD-04437,2025-09-11,2025-09-30,2455,1861.9,4570964.5,CNY,IN_TRANSIT
PO-SYN-0005601,SUP-00778,PRD-04926,2026-05-10,2026-07-20,11692,2260.58,26430701.36,CNY,IN_TRANSIT
PO-SYN-0005602,SUP-00763,PRD-00781,2025-10-28,2026-01-09,8499,2405.4,20443494.6,KRW,APPROVED
PO-SYN-0005603,SUP-00791,PRD-01726,2024-08-09,2024-10-12,1861,2196.53,4087742.33,JPY,FULFILLED
PO-SYN-0005604,SUP-00153,PRD-03266,2024-09-20,2024-10-12,6339,963.98,6110669.22,USD,APPROVED
PO-SYN-0005605,SUP-00420,PRD-01056,2024-10-01,2024-11-14,2872,112.5,323100.0,KRW,APPROVED
PO-SYN-0005606,SUP-00208,PRD-04769,2026-05-09,2026-07-03,14185,1909.43,27085264.55,USD,APPROVED
PO-SYN-0005607,SUP-00658,PRD-00802,2025-09-22,2025-11-03,3517,631.84,2222181.28,KRW,IN_TRANSIT
PO-SYN-0005608,SUP-00373,PRD-02492,2026-06-19,2026-07-28,1762,545.87,961822.94,USD,IN_TRANSIT
PO-SYN-0005609,SUP-00122,PRD-03267,2026-05-15,2026-05-22,2759,2494.83,6883235.97,INR,DELAYED
PO-SYN-0005610,SUP-00275,PRD-02326,2024-08-29,2024-10-07,9570,394.05,3771058.5,GBP,DELAYED
PO-SYN-0005611,SUP-00091,PRD-02493,2025-01-14,2025-03-28,5253,881.45,4630256.85,INR,DELAYED
PO-SYN-0005612,SUP-00489,PRD-01378,2024-07-04,2024-07-22,2604,1540.43,4011279.72,EUR,FULFILLED
PO-SYN-0005613,SUP-00037,PRD-03796,2024-03-30,2024-05-16,4402,1246.41,5486696.82,CNY,FULFILLED
PO-SYN-0005614,SUP-00522,PRD-01864,2024-10-26,2024-12-27,14056,1528.2,21480379.2,JPY,IN_TRANSIT
PO-SYN-0005615,SUP-00249,PRD-04764,2025-08-22,2025-11-05,10384,1480.89,15377561.76,EUR,IN_TRANSIT
PO-SYN-0005616,SUP-00548,PRD-01980,2025-12-08,2025-12-30,4637,1892.18,8774038.66,USD,APPROVED
PO-SYN-0005617,SUP-00700,PRD-02335,2024-09-26,2024-11-04,11599,1691.75,19622608.25,USD,APPROVED
PO-SYN-0005618,SUP-00877,PRD-02572,2025-11-17,2025-11-24,7848,1805.95,14173095.6,GBP,IN_TRANSIT
PO-SYN-0005619,SUP-00003,PRD-00806,2025-07-27,2025-09-16,9274,96.67,896517.58,GBP,PENDING_APPROVAL
PO-SYN-0005620,SUP-00234,PRD-00409,2026-01-11,2026-03-01,11739,2138.93,25108899.27,JPY,FULFILLED
PO-SYN-0005621,SUP-00162,PRD-04909,2024-03-06,2024-05-18,4454,163.64,728852.56,INR,FULFILLED
PO-SYN-0005622,SUP-00475,PRD-03056,2024-12-06,2025-01-31,6315,1468.54,9273830.1,USD,FULFILLED
PO-SYN-0005623,SUP-00377,PRD-03931,2024-06-10,2024-07-24,3190,2145.13,6842964.7,EUR,IN_TRANSIT
PO-SYN-0005624,SUP-00382,PRD-02839,2025-04-10,2025-06-04,10751,2449.09,26330166.59,INR,IN_TRANSIT
PO-SYN-0005625,SUP-00936,PRD-00302,2024-10-05,2024-10-20,5332,1649.19,8793481.08,CNY,APPROVED
PO-SYN-0005626,SUP-00034,PRD-03084,2024-08-14,2024-09-06,3861,253.19,977566.59,KRW,FULFILLED
PO-SYN-0005627,SUP-00560,PRD-00971,2024-01-04,2024-02-09,4780,2453.67,11728542.6,KRW,FULFILLED
PO-SYN-0005628,SUP-00681,PRD-04904,2025-07-22,2025-09-30,14778,2190.6,32372686.8,JPY,APPROVED
PO-SYN-0005629,SUP-00142,PRD-04653,2025-10-07,2025-10-24,10334,1566.62,16189451.08,JPY,FULFILLED
PO-SYN-0005630,SUP-00001,PRD-02081,2024-10-31,2024-12-26,14654,780.46,11436860.84,KRW,IN_TRANSIT
PO-SYN-0005631,SUP-00893,PRD-04935,2024-01-26,2024-04-02,215,2082.72,447784.8,INR,FULFILLED
PO-SYN-0005632,SUP-00813,PRD-03815,2024-06-15,2024-08-20,10860,454.76,4938693.6,USD,APPROVED
PO-SYN-0005633,SUP-00136,PRD-03384,2024-03-27,2024-05-02,1609,1785.47,2872821.23,GBP,FULFILLED
PO-SYN-0005634,SUP-00454,PRD-03551,2025-07-26,2025-08-10,10439,17.33,180907.87,KRW,APPROVED
PO-SYN-0005635,SUP-00197,PRD-01280,2025-04-01,2025-04-30,14434,2087.03,30124191.02,CNY,IN_TRANSIT
PO-SYN-0005636,SUP-00802,PRD-01818,2026-03-31,2026-06-14,14574,459.59,6698064.66,INR,APPROVED
PO-SYN-0005637,SUP-00346,PRD-03080,2024-11-05,2024-12-10,2324,896.44,2083326.56,USD,IN_TRANSIT
PO-SYN-0005638,SUP-00486,PRD-03746,2026-04-22,2026-05-21,3307,509.98,1686503.86,USD,FULFILLED
PO-SYN-0005639,SUP-00684,PRD-03188,2024-02-29,2024-05-05,14877,682.76,10157420.52,CNY,IN_TRANSIT
PO-SYN-0005640,SUP-00915,PRD-00438,2026-04-10,2026-06-16,1093,2445.39,2672811.27,JPY,PENDING_APPROVAL
PO-SYN-0005641,SUP-00083,PRD-02507,2024-10-29,2024-12-17,10620,2337.26,24821701.2,KRW,IN_TRANSIT
PO-SYN-0005642,SUP-00205,PRD-04162,2025-07-12,2025-09-14,13342,1036.63,13830717.46,GBP,FULFILLED
PO-SYN-0005643,SUP-00308,PRD-00649,2025-09-15,2025-11-19,14876,279.08,4151594.08,INR,FULFILLED
PO-SYN-0005644,SUP-00395,PRD-00901,2024-02-17,2024-03-17,313,119.9,37528.7,CNY,APPROVED
PO-SYN-0005645,SUP-00029,PRD-00173,2025-12-08,2026-02-05,11801,598.99,7068680.99,GBP,APPROVED
PO-SYN-0005646,SUP-00221,PRD-00951,2024-02-17,2024-03-26,9370,1387.13,12997408.1,INR,APPROVED
PO-SYN-0005647,SUP-00651,PRD-03321,2024-07-27,2024-09-23,5860,1635.63,9584791.8,GBP,PENDING_APPROVAL
PO-SYN-0005648,SUP-00889,PRD-04085,2025-02-25,2025-03-25,8220,1561.99,12839557.8,INR,FULFILLED
PO-SYN-0005649,SUP-00969,PRD-02266,2026-05-05,2026-07-12,9283,2301.08,21360925.64,USD,PENDING_APPROVAL
PO-SYN-0005650,SUP-00607,PRD-04651,2024-10-01,2024-12-01,12969,1974.15,25602751.35,USD,APPROVED
PO-SYN-0005651,SUP-00224,PRD-00519,2024-03-25,2024-05-29,1583,595.43,942565.69,GBP,IN_TRANSIT
PO-SYN-0005652,SUP-00816,PRD-00318,2024-06-07,2024-06-22,13571,583.11,7913385.81,USD,APPROVED
PO-SYN-0005653,SUP-00578,PRD-00876,2025-05-15,2025-05-27,11421,2081.07,23767900.47,GBP,APPROVED
PO-SYN-0005654,SUP-00706,PRD-00907,2026-06-19,2026-07-12,12847,1826.85,23469541.95,USD,IN_TRANSIT
PO-SYN-0005655,SUP-00252,PRD-03392,2026-02-26,2026-04-24,5825,1607.68,9364736.0,JPY,FULFILLED
PO-SYN-0005656,SUP-00702,PRD-01040,2025-12-11,2026-02-06,9421,1832.39,17262946.19,USD,FULFILLED
PO-SYN-0005657,SUP-00313,PRD-01320,2025-11-21,2026-01-27,210,2438.2,512022.0,EUR,IN_TRANSIT
PO-SYN-0005658,SUP-00791,PRD-01260,2024-05-14,2024-07-21,12993,22.0,285846.0,EUR,FULFILLED
PO-SYN-0005659,SUP-00770,PRD-02097,2024-10-31,2024-12-02,561,1258.18,705838.98,USD,IN_TRANSIT
PO-SYN-0005660,SUP-00038,PRD-02924,2024-06-24,2024-07-11,13177,1637.53,21577732.81,GBP,PENDING_APPROVAL
PO-SYN-0005661,SUP-00539,PRD-04255,2025-05-22,2025-06-15,3244,2054.02,6663240.88,JPY,FULFILLED
PO-SYN-0005662,SUP-00586,PRD-01868,2024-12-17,2025-02-22,8699,558.81,4861088.19,EUR,APPROVED
PO-SYN-0005663,SUP-00087,PRD-03160,2026-06-01,2026-07-09,11414,1882.8,21490279.2,KRW,FULFILLED
PO-SYN-0005664,SUP-00278,PRD-04594,2024-10-23,2024-12-31,13418,1852.18,24852551.24,INR,FULFILLED
PO-SYN-0005665,SUP-00050,PRD-01972,2025-07-12,2025-08-21,525,1772.06,930331.5,EUR,IN_TRANSIT
PO-SYN-0005666,SUP-00588,PRD-01079,2026-02-24,2026-03-23,13738,1938.29,26628228.02,GBP,FULFILLED
PO-SYN-0005667,SUP-00294,PRD-04201,2025-04-28,2025-05-12,1333,771.62,1028569.46,GBP,FULFILLED
PO-SYN-0005668,SUP-00447,PRD-04784,2024-08-11,2024-10-02,11621,2311.47,26861592.87,CNY,PENDING_APPROVAL
PO-SYN-0005669,SUP-00617,PRD-00717,2024-06-12,2024-07-03,7810,1195.75,9338807.5,JPY,PENDING_APPROVAL
PO-SYN-0005670,SUP-00387,PRD-01151,2025-04-17,2025-06-01,162,486.1,78748.2,INR,APPROVED
PO-SYN-0005671,SUP-00133,PRD-02242,2026-01-20,2026-02-08,356,2211.82,787407.92,EUR,FULFILLED
PO-SYN-0005672,SUP-00567,PRD-00547,2024-03-05,2024-04-09,9141,368.37,3367270.17,INR,IN_TRANSIT
PO-SYN-0005673,SUP-00097,PRD-00251,2025-01-15,2025-03-10,4669,737.78,3444694.82,KRW,IN_TRANSIT
PO-SYN-0005674,SUP-00665,PRD-01590,2025-04-21,2025-05-18,6500,1533.68,9968920.0,EUR,PENDING_APPROVAL
PO-SYN-0005675,SUP-00502,PRD-04088,2025-10-31,2025-11-11,2260,1223.86,2765923.6,JPY,DELAYED
PO-SYN-0005676,SUP-00108,PRD-01783,2026-06-18,2026-08-18,10550,525.53,5544341.5,CNY,APPROVED
PO-SYN-0005677,SUP-00498,PRD-01782,2025-10-09,2025-11-13,9242,420.52,3886445.84,INR,APPROVED
PO-SYN-0005678,SUP-00741,PRD-00960,2025-05-02,2025-06-14,6739,352.44,2375093.16,GBP,IN_TRANSIT
PO-SYN-0005679,SUP-00862,PRD-01940,2024-01-14,2024-03-11,9423,1818.58,17136479.34,KRW,IN_TRANSIT
PO-SYN-0005680,SUP-00874,PRD-04432,2025-10-06,2025-12-01,7369,981.03,7229210.07,KRW,FULFILLED
PO-SYN-0005681,SUP-00229,PRD-01394,2025-12-17,2026-02-03,13572,1487.53,20188757.16,INR,APPROVED
PO-SYN-0005682,SUP-00920,PRD-03388,2026-01-14,2026-02-28,5009,279.63,1400666.67,EUR,APPROVED
PO-SYN-0005683,SUP-00798,PRD-04443,2026-03-01,2026-05-10,4392,1628.86,7153953.12,JPY,IN_TRANSIT
PO-SYN-0005684,SUP-00665,PRD-01276,2025-05-14,2025-06-12,14674,1628.73,23899984.02,JPY,APPROVED
PO-SYN-0005685,SUP-00108,PRD-01407,2025-10-25,2025-11-26,3836,518.76,1989963.36,JPY,PENDING_APPROVAL
PO-SYN-0005686,SUP-00911,PRD-02904,2025-04-10,2025-04-27,8913,2201.27,19619919.51,EUR,FULFILLED
PO-SYN-0005687,SUP-00599,PRD-02948,2025-05-13,2025-05-22,3130,9.07,28389.1,EUR,APPROVED
PO-SYN-0005688,SUP-00772,PRD-00937,2024-08-13,2024-10-27,14881,2184.23,32503526.63,EUR,FULFILLED
PO-SYN-0005689,SUP-00480,PRD-00782,2024-11-11,2024-12-11,197,2392.88,471397.36,USD,IN_TRANSIT
PO-SYN-0005690,SUP-00960,PRD-02986,2024-01-05,2024-03-19,9980,1676.18,16728276.4,JPY,APPROVED
PO-SYN-0005691,SUP-00592,PRD-02677,2026-01-07,2026-02-28,13147,504.04,6626613.88,GBP,FULFILLED
PO-SYN-0005692,SUP-00186,PRD-01080,2026-06-19,2026-06-28,6075,2314.94,14063260.5,USD,APPROVED
PO-SYN-0005693,SUP-00730,PRD-04835,2025-04-04,2025-04-14,3621,1310.04,4743654.84,KRW,IN_TRANSIT
PO-SYN-0005694,SUP-00509,PRD-01483,2026-04-30,2026-05-28,4644,1193.74,5543728.56,EUR,FULFILLED
PO-SYN-0005695,SUP-00408,PRD-04367,2025-12-25,2026-02-07,10514,239.26,2515579.64,CNY,IN_TRANSIT
PO-SYN-0005696,SUP-00654,PRD-02119,2024-08-18,2024-10-22,612,1489.89,911812.68,EUR,IN_TRANSIT
PO-SYN-0005697,SUP-00934,PRD-02034,2025-05-26,2025-06-04,1696,2300.19,3901122.24,CNY,FULFILLED
PO-SYN-0005698,SUP-00040,PRD-01750,2026-04-20,2026-06-17,8886,635.95,5651051.7,USD,FULFILLED
PO-SYN-0005699,SUP-00724,PRD-04975,2025-12-28,2026-01-16,759,141.11,107102.49,JPY,IN_TRANSIT
PO-SYN-0005700,SUP-00028,PRD-02155,2026-05-05,2026-05-12,12830,1909.0,24492470.0,INR,FULFILLED
PO-SYN-0005701,SUP-00056,PRD-01696,2024-10-21,2024-11-14,3352,2154.5,7221884.0,INR,PENDING_APPROVAL
PO-SYN-0005702,SUP-00483,PRD-04342,2025-09-14,2025-11-27,783,312.93,245024.19,GBP,PENDING_APPROVAL
PO-SYN-0005703,SUP-00357,PRD-03136,2025-04-16,2025-05-27,4504,1956.68,8812886.72,CNY,IN_TRANSIT
PO-SYN-0005704,SUP-00518,PRD-02743,2026-02-28,2026-05-08,1288,330.41,425568.08,USD,FULFILLED
PO-SYN-0005705,SUP-00270,PRD-03900,2025-05-16,2025-07-19,5176,1910.23,9887350.48,INR,PENDING_APPROVAL
PO-SYN-0005706,SUP-00046,PRD-00794,2024-10-10,2024-11-17,12662,1766.1,22362358.2,INR,IN_TRANSIT
PO-SYN-0005707,SUP-00413,PRD-01235,2024-07-31,2024-10-09,4467,1241.23,5544574.41,CNY,PENDING_APPROVAL
PO-SYN-0005708,SUP-00863,PRD-03849,2025-10-13,2025-12-17,9109,746.51,6799959.59,USD,IN_TRANSIT
PO-SYN-0005709,SUP-00995,PRD-02511,2025-05-17,2025-07-23,14803,2257.03,33410815.09,USD,FULFILLED
PO-SYN-0005710,SUP-00870,PRD-01896,2025-10-09,2025-11-10,9568,1792.3,17148726.4,EUR,FULFILLED
PO-SYN-0005711,SUP-00314,PRD-00305,2024-07-08,2024-08-13,121,180.81,21878.01,KRW,FULFILLED
PO-SYN-0005712,SUP-00300,PRD-04097,2024-10-02,2024-10-21,6656,1948.03,12966087.68,INR,FULFILLED
PO-SYN-0005713,SUP-00339,PRD-04913,2025-10-03,2025-11-15,14060,1948.63,27397737.8,INR,FULFILLED
PO-SYN-0005714,SUP-00207,PRD-00075,2026-01-03,2026-01-17,3929,1992.88,7830025.52,KRW,DELAYED
PO-SYN-0005715,SUP-00864,PRD-04141,2024-09-11,2024-10-24,4452,1093.36,4867638.72,INR,IN_TRANSIT
PO-SYN-0005716,SUP-00530,PRD-00405,2025-10-17,2025-12-17,14302,2268.62,32445803.24,INR,IN_TRANSIT
PO-SYN-0005717,SUP-00215,PRD-00221,2025-06-06,2025-08-20,14358,1410.32,20249374.56,EUR,APPROVED
PO-SYN-0005718,SUP-00875,PRD-03425,2024-12-29,2025-02-17,7231,1785.0,12907335.0,GBP,DELAYED
PO-SYN-0005719,SUP-00724,PRD-04127,2025-08-01,2025-08-25,2437,1631.13,3975063.81,GBP,FULFILLED
PO-SYN-0005720,SUP-00145,PRD-01466,2025-04-13,2025-05-02,12116,973.15,11790685.4,USD,FULFILLED
PO-SYN-0005721,SUP-00429,PRD-00898,2025-03-21,2025-04-22,11375,991.94,11283317.5,USD,FULFILLED
PO-SYN-0005722,SUP-00370,PRD-02337,2026-01-08,2026-02-22,3715,2483.38,9225756.7,GBP,FULFILLED
PO-SYN-0005723,SUP-00199,PRD-02683,2025-02-12,2025-04-11,2797,930.64,2603000.08,CNY,FULFILLED
PO-SYN-0005724,SUP-00485,PRD-02752,2024-12-17,2025-01-01,5183,526.01,2726309.83,GBP,IN_TRANSIT
PO-SYN-0005725,SUP-00818,PRD-03165,2024-06-26,2024-07-29,12734,1977.57,25182376.38,USD,IN_TRANSIT
PO-SYN-0005726,SUP-00209,PRD-03456,2025-02-01,2025-02-11,971,76.84,74611.64,KRW,FULFILLED
PO-SYN-0005727,SUP-00515,PRD-03031,2024-04-14,2024-05-15,1499,1704.72,2555375.28,KRW,CANCELLED
PO-SYN-0005728,SUP-00940,PRD-03388,2024-08-22,2024-10-08,9843,1053.68,10371372.24,KRW,APPROVED
PO-SYN-0005729,SUP-00563,PRD-00390,2025-04-28,2025-06-23,13837,827.55,11450809.35,CNY,FULFILLED
PO-SYN-0005730,SUP-00168,PRD-02676,2026-02-14,2026-04-02,11663,593.0,6916159.0,GBP,IN_TRANSIT
PO-SYN-0005731,SUP-00049,PRD-03822,2025-11-04,2025-11-15,5132,1290.75,6624129.0,USD,APPROVED
PO-SYN-0005732,SUP-00804,PRD-02082,2025-05-29,2025-07-31,4814,1106.11,5324813.54,USD,IN_TRANSIT
PO-SYN-0005733,SUP-00220,PRD-00618,2025-12-03,2025-12-11,14294,792.2,11323706.8,USD,CANCELLED
PO-SYN-0005734,SUP-00709,PRD-00013,2025-05-25,2025-07-30,9565,1732.77,16573945.05,USD,FULFILLED
PO-SYN-0005735,SUP-00836,PRD-01663,2024-06-13,2024-06-30,5626,785.3,4418097.8,JPY,FULFILLED
PO-SYN-0005736,SUP-00488,PRD-03523,2024-02-07,2024-04-05,7708,1160.75,8947061.0,INR,FULFILLED
PO-SYN-0005737,SUP-00898,PRD-02293,2026-05-03,2026-05-31,2190,2470.27,5409891.3,EUR,APPROVED
PO-SYN-0005738,SUP-00516,PRD-04094,2025-07-04,2025-08-10,13738,2302.8,31635866.4,CNY,FULFILLED
PO-SYN-0005739,SUP-00604,PRD-02368,2026-01-31,2026-02-07,14012,2183.73,30598424.76,JPY,IN_TRANSIT
PO-SYN-0005740,SUP-00358,PRD-04896,2026-01-12,2026-03-28,7811,2447.85,19120156.35,KRW,FULFILLED
PO-SYN-0005741,SUP-00744,PRD-00491,2024-01-08,2024-02-24,3536,694.45,2455575.2,JPY,DELAYED
PO-SYN-0005742,SUP-00069,PRD-03340,2024-12-04,2025-02-06,1789,610.86,1092828.54,CNY,APPROVED
PO-SYN-0005743,SUP-00265,PRD-02678,2024-03-27,2024-06-05,1791,1350.38,2418530.58,CNY,APPROVED
PO-SYN-0005744,SUP-00959,PRD-03181,2024-10-06,2024-11-04,7498,940.83,7054343.34,GBP,FULFILLED
PO-SYN-0005745,SUP-00330,PRD-01386,2024-01-25,2024-03-01,677,570.33,386113.41,INR,PENDING_APPROVAL
PO-SYN-0005746,SUP-00296,PRD-03044,2025-11-12,2025-11-25,1602,1235.46,1979206.92,EUR,IN_TRANSIT
PO-SYN-0005747,SUP-00538,PRD-01207,2025-09-07,2025-11-11,5176,1699.97,8799044.72,EUR,APPROVED
PO-SYN-0005748,SUP-00149,PRD-00140,2025-09-08,2025-11-04,4701,1317.68,6194413.68,INR,FULFILLED
PO-SYN-0005749,SUP-00263,PRD-04161,2024-12-13,2024-12-31,2698,224.59,605943.82,KRW,FULFILLED
